f(vij)ref,"ΔD(drug,assay)1","ΔD(drug,assay)2","ΔD(drug,assay)3","ΔV(drug,assay)1","ΔV(drug,assay)2","ΔD(drug,assay)001","ΔD(drug,assay)006","ΔD(drug,assay)007","ΔD(drug,assay)013","ΔD(drug,assay)018","ΔD(drug,assay)019","ΔD(drug,assay)024","ΔD(drug,assay)025","ΔD(drug,assay)030","ΔD(drug,assay)031","ΔD(drug,assay)041","ΔD(drug,assay)047","ΔD(drug,assay)053","ΔD(drug,assay)054","ΔD(drug,assay)059","ΔD(drug,assay)060","ΔD(drug,assay)065","ΔD(drug,assay)076","ΔD(drug,assay)082","ΔD(drug,assay)083","ΔD(drug,assay)087","ΔD(drug,assay)088","ΔD(drug,assay)089","ΔD(drug,assay)093","ΔD(drug,assay)094","ΔD(drug,assay)095","ΔD(drug,assay)099","ΔD(drug,assay)100","ΔD(drug,assay)101","ΔD(drug,dat)1","ΔD(drug,dat)2","ΔD(drug,dat)3","ΔV(drug,dat)1","ΔV(drug,dat)2","ΔD(drug,dat)001","ΔD(drug,dat)007","ΔD(drug,dat)013","ΔD(drug,dat)018","ΔD(drug,dat)019","ΔD(drug,dat)024","ΔD(drug,dat)025","ΔD(drug,dat)030","ΔD(drug,dat)031","ΔD(drug,dat)047","ΔD(drug,dat)053","ΔD(drug,dat)054","ΔD(drug,dat)059","ΔD(drug,dat)060","ΔD(drug,dat)065","ΔD(drug,dat)076","ΔD(drug,dat)083","ΔD(drug,dat)087","ΔD(drug,dat)089","ΔD(drug,dat)093","ΔD(drug,dat)095","ΔD(drug,dat)099","ΔD(drug,dat)100","ΔD(drug,dat)101","ΔD(prot,domI,dat)1","ΔD(prot,domI,dat)2","ΔD(prot,domII,dat)1","ΔD(prot,domII,dat)2","ΔD(prot,domII,dat)5","ΔD(prot,domIII,dat)1",f(vij)obj
0.6952983725135624,11.63826498423009,-0.1829652996845426,-1.6507570977917954,4.514195583596215,0.03154574132492094,-11.601595709779204,-2.123338556816465,-3.0192369085173483,-2.210488990536277,-1.0344374342797047,-0.6922858044164032,0.19362380521681466,0.9287774447949513,1.3167718191377547,-0.2190212933753959,-62.08631122666053,-2.9814402114472927,-27.574645808263757,-13.032619364278178,-6.321438844804888,0.931213604686917,-1.3071411266798947,-1.9074328231629323,-0.5062598418483804,-3.7938873290042157,-1.4811942887025422,-0.7890659137418836,-0.441153938867421,-0.2682846969568441,-0.5815501200564852,0.4316526151360389,0.3639686845280249,-1.1970273179430637,-1.7897797264771216,13.6235443037815,-0.18364116094986807,-1.654746835443053,4.5,-15.0,-11.595794810126641,-3.0257060126582176,-2.203921708860735,-1.0377109704641339,-0.694476582278482,0.19386734046539722,0.942063291139231,1.3177742616033754,-0.21824968354430374,-2.987736919563474,-27.66190734563159,-13.073861830620798,-6.328439480576833,1.2316569047042094,-1.2027625133051245,-1.9027953539748859,-3.7909383226485733,-1.4776372579532895,-0.4425499956359882,-0.26913369916240437,0.43458716866322145,0.36529356210098834,-1.192406034444899,-1.7833775596885177,-79.68299514910198,-69.06767821635069,-86.90031764621806,-76.13225106095031,-75.41787514999994,-109.31901852644614,0.0
0.6952983725135624,4.392807570981063,-0.1829652996845426,-1.9407570977917985,-4.485804416403785,0.03154574132492094,-14.380735709779199,1.3766614431835338,-1.7938869085173488,-5.483788990536269,-1.0344374342797047,-0.6922858044164031,0.27695713855021475,0.19267744479495263,-2.183228180862246,-1.2406712933753963,-5.595292688438526,-4.834665503917236,-27.57464580826375,-13.032619364278183,-9.070357494552923,-22.20417911840299,-57.798159664901895,-1.5662399115410324,-0.6305474460620815,-8.267654830619513,-4.676973747728347,-0.7890659137418836,-0.4411539388674211,-0.26828469695684426,-0.8863440600143837,-0.3881476073017608,-0.2619986154515752,-1.5382202295649638,-2.01595650759122,13.6235443037815,-0.18364116094986807,-1.944746835443053,-4.5,-15.0,-14.374934810126643,-1.8003560126582177,-5.477221708860736,-1.0377109704641339,-0.694476582278482,0.2772006737987973,0.2059632911392315,-2.1822257383966246,-1.2398996835443037,-4.8409622120334745,-27.66190734563159,-13.073861830620798,-9.07735813032484,-21.903735818385783,-57.693781051527125,-1.561602442352986,-8.264705824263874,-4.67341671697909,-0.4425499956359882,-0.26913369916240437,-0.3852130537745785,-0.2606737378786116,-1.533598946066799,-2.0095543408026177,-86.92845256235101,-69.06767821635069,-86.90031764621806,-76.13225106095031,-75.41787514999994,-112.09815852644614,1.0
0.3253012048192771,-90.99857142857144,0.6938775510204082,0.6373469387755097,-0.17857142857142858,0.0,-11.877088749999999,-0.05435275737283485,-4.0026839285714235,0.5774776785714266,-0.41964285714285005,-0.45719375000000007,-0.19946303911752405,-2.3028687499999974,0.38511904761905,0.0204080357142864,1.8973147192537567,0.7021983783522785,-13.500985518253824,-7.615113831368752,6.486577705753277,-39.30287094903959,23.752174516010697,0.25225381779537015,0.12749432310107434,1.2085517009014168,0.46470349069914185,-0.43205253717302144,-0.26574792645744105,-0.10573807118670893,0.6853111584840299,-0.184566195701225,-0.1067113250386233,1.212842639789288,0.9157157697363658,-9.27850393700794,0.6859504132231404,1.1723966942148758,-1.2755905511811023,0.0,-0.14994039370077417,-0.01058031496062739,0.6573177165354398,-0.5669291338582638,-0.405940157480315,-0.17988528189827147,-0.6569767716535431,0.731758530183729,0.4716275590551191,0.9560865490116868,-18.85340928902354,-9.582918410439813,6.017868218106187,-9.888337166300929,32.29772255064563,0.3551075925187481,1.4671605129700662,0.5122068353906721,-0.38275779616569444,-0.2350483921468292,0.0305442674661085,-0.0323477855026616,1.4624539916269022,2.0251195650310105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2633832976445396,58.26388888888886,0.7222222222222222,1.6194444444444436,0.0,0.0,1.1689105555555521,-0.9583333333333334,-0.7614305555555555,1.6104416666666648,0.0162037037037166,1.6794861111111103,-0.0642195767195668,-0.7934388888888884,0.157407407407411,-0.04779444444444447,-25.674591956319667,0.4068968346413868,8.524981737333775,53.71458012186094,1.2602306777586136,-12.967629604463994,2.6826402846445063,-0.8324703289397278,0.08438432359948411,2.120553700170273,1.1748843916032534,0.5714871061222886,1.8367703902934445,0.8260121968241111,-0.04477341348211672,-0.16869936935062224,-0.09618793972731111,-0.2649143743329221,-0.4672280071143491,32.99766233766218,0.5714285714285714,1.2735064935064964,0.0,0.0,-1.283880519480519,-1.732137662337662,1.6001792207792178,-0.03246753246752743,1.3616850649350654,-0.046907854050703524,-0.8020759740259726,0.1433982683982702,0.14614935064935142,0.24104806004764612,7.2240766975656925,46.60677463881417,0.9258611431480119,-12.580231928481751,0.6476331023302748,-0.8278462381259297,1.8970990561127117,1.0200941874941627,1.5735785253206753,0.7181507197376386,-0.15341946085597336,-0.08813484011784155,-0.3789878103645714,-0.14669516512004233,-49.85240022020203,-80.37233145569984,-63.23734381558458,-71.0830722545454,-55.998284590909144,-50.66434800418469,0.0
0.6952983725135624,5.568643533126192,-0.1829652996845426,-0.4807570977917961,4.514195583596215,0.31545741324920584,-8.574175709779205,0.3766614431835338,-0.9897369085173477,-2.2488389905362762,-1.0344374342797047,-0.6922858044164033,-0.2230428614497848,-2.729422555205047,0.3167718191377542,-0.5109212933753956,26.140948939495473,1.5713703661387086,-27.57464580826375,-13.032619364278183,7.423154403939122,-51.02307249232595,30.429100501254084,1.4654402634256682,0.042265365413120204,-2.0246117947062157,-1.4196227659180423,-0.7890659137418841,-0.441153938867421,-0.26828469695684415,0.9424195797331145,-0.4726848423866611,-0.2937384352983751,1.8346528570236365,0.21992106150837865,13.6235443037815,-0.18364116094986807,-0.48474683544305286,4.5,75.0,-8.568374810126642,-0.9962060126582175,-2.242271708860736,-1.0377109704641339,-0.694476582278482,-0.22279932620120269,-2.716136708860769,0.3177742616033754,-0.5101496835443037,1.565073658022527,-27.66190734563159,-13.073861830620798,7.416153768167163,-50.72262919230879,30.533479114628875,1.4700777326137142,-2.0216627883505733,-1.4160657351687895,-0.4425499956359882,-0.26913369916240437,-0.46975028885947845,-0.2924135577254116,1.8392741405218012,0.22632322829698204,-85.75261660020588,-69.06767821635069,-86.90031764621806,-76.13225106095031,14.582124850000056,-106.29159852644614,1.0
0.6952983725135624,5.568643533126192,-0.1829652996845426,-0.03075709779179636,4.514195583596215,0.31545741324920584,-7.566535709779206,0.3766614431835338,-2.024486908517348,-1.9965889905362761,1.4655625657202953,0.3259641955835968,-0.12304286144978471,-1.2833225552050473,0.5667718191377542,0.36477870662460443,26.140948939495473,4.189537853648716,60.65261435789225,25.549161506381814,3.6241391566201173,-8.701422739892948,20.931562382957082,0.12944523382796835,12.70454576422752,-1.893366529035216,-4.458730887298943,1.205988516975316,1.301272297664279,2.4884968198709556,-1.7656229861778856,-0.522226295861961,1.3904993110782249,0.8914994006618364,0.006183060965379017,13.6235443037815,-0.18364116094986807,-0.034746835443053126,4.5,75.0,-7.560734810126643,-2.0309560126582173,-1.990021708860736,1.4622890295358661,0.32377341772151813,-0.1227993262012026,-1.2700367088607694,0.5677742616033754,0.36555031645569636,4.183241145532534,60.56535282052441,25.507919040039198,3.617138520848158,-8.400979439875783,21.035940996331874,0.13408270301601433,-1.8904175226795736,-4.45517385654969,1.2998762408957119,2.4876478176653953,-0.5192917423347785,1.3918241886511884,0.8961206841600011,0.012585227753982409,-85.75261660020588,-69.06767821635069,-86.90031764621806,-76.13225106095031,14.582124850000056,-105.28395852644614,1.0
0.6952983725135624,-23.564720496894438,-0.18322981366459629,0.5048447204968989,-4.462732919254658,1.8633540372670865,-9.163574658385116,1.3665812965502502,-1.8789908385093148,-0.6404649068322961,2.4726966873706013,0.7275805900621125,0.10985552577165869,-2.3123838509316754,1.3009834368530067,-0.2225869565217391,-5.8613365272938225,3.5245644313442313,29.109940426670352,11.620067968748378,-3.140657936895664,-60.28028411202432,-1.4346835391286419,-1.5733730850378556,0.3561992822963398,0.8307097468403466,-0.0991677327763476,-0.44134973818189804,-0.239655289943818,-0.13274160066919533,-0.06771220778514886,-0.6264323152192076,-0.3361032336194313,-1.1925626709639792,-1.7824987456027859,-21.56400000000002,-0.18412698412698414,0.48466666666667013,-4.485714285714286,0.0,-8.979704761904777,-1.8425114285714268,-0.6127726349206348,2.470105820105821,0.7333942857142864,0.11077908863621522,-2.249269047619047,1.3203703703703749,-0.2138334920634919,3.512810016768796,28.920632180503315,11.666580133527754,-3.171260456397036,-59.17787539757629,-1.1595147678245823,-1.567643062524326,0.8624769342055032,-0.0814641345977778,-0.24149862456537682,-0.13516533372759487,-0.6221944753347337,-0.33450163367130886,-1.1930349398440532,-1.7812529011958909,-109.19309729689404,-67.63800131366504,-131.03630480000066,-86.74195168412733,-69.8322683000003,-115.80350085838568,1.0
0.6952983725135624,26.111861198741053,-0.18354430379746836,1.3292429022082022,-4.485804416403785,0.03154574132492094,0.030244290220799996,0.6266614431835347,1.0180630914826523,-1.0859889905362774,1.4655625657202953,0.3259641955835969,-0.023042861449785512,-1.070722555205049,0.31677181913775465,-0.5109212933753952,18.20688853251248,-0.8634684486242605,60.65261435789225,25.54916150638182,1.0759060783520908,-24.646566675359082,30.429100501254105,0.7075202196840673,-0.3642168656040812,-1.5611628098212105,-0.21436845603674026,2.5838071728467167,1.5539004918497787,1.0609645864677557,0.3360835447398154,-0.34186482711996113,-0.20581352341137496,1.8346528570236365,0.2199210615083782,13.6235443037815,-0.18364116094986807,1.3252531645569467,-4.5,-15.0,0.03604518987335581,1.0115939873417825,-1.0794217088607354,1.4622890295358661,0.32377341772151813,-0.022799326201202508,-1.0574367088607692,0.3177742616033754,-0.5101496835443037,-0.8697651567404705,60.56535282052441,25.507919040039198,1.06890544258016,-24.34612337534179,30.533479114628875,0.7121576888721142,-1.5582138034655735,-0.2108114252874893,1.5525044350812118,1.0601155842621957,-0.3389302735927785,-0.20448864583841161,1.8392741405218012,0.22632322829698204,-65.20939893459102,-69.06825722046361,-86.90031764621806,-76.13225106095031,-75.41787514999994,-97.68717852644613,1.0
0.10204081632653061,-8.801224489795857,-0.12244897959183673,0.4479591836734691,0.0,0.0,0.11920551020406833,0.08260447035959961,0.47605102040816316,0.49421020408162697,0.24744897959183687,0.10811020408163086,-0.031151242837584192,-1.1159746938775488,0.0942460317460494,-0.37103520408163004,-1.9748925407578923,-1.3060822371338645,-5.661795048740373,-1.5887617355351473,1.5430009928476807,-28.453912827886995,-3.5804211160245814,0.07313687535168967,0.012805550571811875,-0.18414122923479503,-0.4707352509228757,-1.1413457245488599,-0.41959543986110587,-0.19851184294023083,0.3782926455757454,-0.7814422317260844,-0.5193358008583493,-0.5806418564214364,-1.6856131463459825,-2.3060472972969706,-0.22673434856175972,-0.9295939086294416,-0.8091216216216216,0.0,-1.6772230236485939,-0.3071702702702588,-1.654511368243245,2.044693130630632,0.7841865709459478,0.0025605313270040675,1.2012475168918826,0.40864892896144145,-0.64637483108108,-3.035752025720271,41.72565752123462,2.98508366751547,0.37212962889444157,20.86928692050961,7.640197332811454,-0.3429526651031942,-3.5634007350242562,-1.8610427857184293,-0.2569180094233151,-0.1440646541148275,-0.13039394370851565,-0.19292086537256936,-0.35941382578942394,-2.310100932487881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2633832976445396,-25.650000000000034,-0.02040816326530612,-1.010816326530612,0.0,0.0,-3.2362967346938767,0.07001133786848968,0.11695612244897813,-2.5526734693877575,-0.20408163265306123,-0.11339285714285716,-0.023145448655671252,0.9513346938775502,-0.10459183673469186,-0.14753163265306002,-3.095907270699925,0.629616504343204,-7.202225319686204,-3.154934801288551,0.507328835773805,12.635840777031007,3.3501256301562137,-0.6071518875447026,0.05651425905130214,-2.169171763549498,-1.0137338323214111,-0.2753365784970286,-0.11966127701480815,-0.04951928364268776,-0.009798514231344146,-0.15034706833806155,-0.1351154314148061,0.4673874813890957,0.5246482412539608,-70.36604729729697,-0.22673434856175972,-0.5095939086294412,-0.8091216216216216,0.0,-7.5127930236485945,-0.07802027027025904,-3.3719613682432446,-0.9553068693693679,-0.6405134290540523,-0.04208232581589577,-0.6798524831081174,0.15864892896144145,-0.7948248310810799,1.9658173935327312,-27.506526408327378,-11.60906070483553,1.2863797229334466,-11.20299087227039,17.137735451108455,-0.352708199870694,-2.031506064095556,-0.7228699726404288,-0.3623337026445151,-0.1931611725387275,-0.4087236907771157,-0.23248161929846933,1.1808150986126762,-0.23541257131818139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
